Team,Event,Name,Sex,NOC,Year,City,Sport,Medal
Turkey,Women -57kg,Kubra Ilgun,F,TUR,2020,Tokyo,Taekwondo,Bronze
Turkey,Women's Fly (48-51kg),Naz Cakiroglu,F,TUR,2020,Tokyo,Boxing,Silver
Turkey,Women's Freestyle 76kg,Yasemin Adar,F,TUR,2020,Tokyo,Wrestling,Bronze
Turkey,Women's Kumite -61kg,Merve Coban,F,TUR,2020,Tokyo,Karate,Bronze
Turkey,Women's Welter (64-69kg),Busenaz Surmeneli,F,TUR,2020,Tokyo,Boxing,Gold
Turkmenistan,Women's 59kg,Polina Guryeva,F,TKM,2020,Tokyo,Weightlifting,Silver
TГјrkiye,Men's Freestyle 125kg,Taha Akgul,M,TUR,2024,Paris,Wrestling,Bronze
TГјrkiye,Men's Team,Mete Gazoz,M,TUR,2024,Paris,Archery,Bronze
TГјrkiye,Women +67kg,Nafia Kus,F,TUR,2024,Paris,Taekwondo,Bronze
TГјrkiye,Women's 50kg,Naz Cakiroglu,F,TUR,2024,Paris,Boxing,Silver
TГјrkiye,Women's 54kg,Hatice Akbas,F,TUR,2024,Paris,Boxing,Silver
TГјrkiye,Women's 57kg,Esra Yildiz,F,TUR,2024,Paris,Boxing,Bronze
TГјrkiye,Women's Freestyle 68kg,Buse Cavusoglu,F,TUR,2024,Paris,Wrestling,Bronze
Uganda,"Men's 10,000m",Joshua Cheptegei,M,UGA,2020,Tokyo,Athletics,Silver
Uganda,Women's 3000m Steeplechase,Peruth Chemutai,F,UGA,2020,Tokyo,Athletics,Gold
Ukraine,10m Air Pistol Mixed Team,Olena Kostevych,F,UKR,2020,Tokyo,Shooting,Bronze
Ukraine,Boxing Men's Bantamweight,Serhiy Danylchenko,M,UKR,2000,Sydney,Boxing,Bronze
Ukraine,Boxing Men's Lightweight,Andriy Kotelnyk,M,UKR,2000,Sydney,Boxing,Silver
Ukraine,"Canoeing Men's Canadian Singles, 200 metres",Yuriy Cheban,M,UKR,2012,London,Canoeing,Gold
Ukraine,"Canoeing Women's Kayak Singles, 200 metres",Inna Osypenko-radomska,F,UKR,2012,London,Canoeing,Silver
Ukraine,"Cycling Women's Individual Pursuit, 3,000 metres",Lesia Kalytovska,F,UKR,2008,Beijing,Cycling,Bronze
Ukraine,Cycling Women's Sprint,Iryna Yanovych,F,UKR,2000,Sydney,Cycling,Bronze
Ukraine,Diving Men's Synchronized Springboard,Illia Kvasha,M,UKR,2008,Beijing,Diving,Bronze
Ukraine,Diving Women's Synchronized Springboard,Hanna Sorokina,F,UKR,2000,Sydney,Diving,Bronze
Ukraine,Duet Team,Marta Fiedina,F,UKR,2020,Tokyo,Artistic Swimming,Bronze
Ukraine,"Fencing Women's Sabre, Team",Olha Kharlan,F,UKR,2008,Beijing,Fencing,Gold
Ukraine,Handball Women's Handball,Anastasiya Borodina,F,UKR,2004,Athina,Handball,Bronze
Ukraine,Men's 80kg,Oleksandr Khyzhniak,M,UKR,2024,Paris,Boxing,Gold
Ukraine,Men's Greco-Roman 67kg,Parviz Nasibov,M,UKR,2020,Tokyo,Wrestling,Silver
Ukraine,Men's Greco-Roman 87kg,Zhan Beleniuk,M,UKR,2020,Tokyo,Wrestling,Gold
Ukraine,Men's Kumite -75kg,Stanislav Horuna,M,UKR,2020,Tokyo,Karate,Bronze
Ukraine,Men's Middle (69-75kg),Oleksandr Khyzhniak,M,UKR,2020,Tokyo,Boxing,Silver
Ukraine,Sailing Women's Three Person Keelboat,Hanna Kalinina,F,UKR,2004,Athina,Sailing,Silver
Ukraine,Shooting Men's Skeet,Mykola Milchev,M,UKR,2000,Sydney,Shooting,Gold
Ukraine,Swimming Women's 400 metres Individual Medley,Yana Klochkova,F,UKR,2000,Sydney,Swimming,Gold
Ukraine,Team,Maryna Aleksiiva,F,UKR,2020,Tokyo,Artistic Swimming,Bronze
Ukraine,Trampolining Women's Individual,Oksana Tsyhulova,F,UKR,2000,Sydney,Trampolining,Silver
Ukraine,Weightlifting Women's Middleweight,Nataliya Skakun,F,UKR,2004,Athina,Weightlifting,Gold
Ukraine,Women -48 kg,Daria Bilodid,F,UKR,2020,Tokyo,Judo,Bronze
Ukraine,Women's Canoe Double 500m,Liudmyla Luzan,F,UKR,2024,Paris,Canoe Sprint,Silver
Ukraine,Women's Canoe Double 500m Team,Anastasiia Chetverikova,F,UKR,2020,Tokyo,Canoe Sprint,Silver
Ukraine,Women's Freestyle 62kg,Iryna Koliadenko,F,UKR,2020,Tokyo,Wrestling,Bronze
Ukraine,Women's Freestyle 68kg,Alla Cherkasova,F,UKR,2020,Tokyo,Wrestling,Bronze
Ukraine,Women's Kumite -55kg,Anzhelika Terliuga,F,UKR,2020,Tokyo,Karate,Silver
Ukraine,Women's Sabre Team,Yuliia Bakastova,F,UKR,2024,Paris,Fencing,Gold
Ukraine,"Wrestling Women's Flyweight, Freestyle",Iryna (melnyk-),F,UKR,2004,Athina,Wrestling,Gold
United Arab Emirates,Judo Men's Half-Middleweight,Sergiu Toma,M,UAE,2016,Rio de Janeiro,Judo,Bronze
United States,10m Air Rifle Mixed Team,Lucas Kozeniesky,M,USA,2020,Tokyo,Shooting,Silver
United States,4 x 400m Relay Mixed Team,Bryce Deadmon,M,USA,2020,Tokyo,Athletics,Bronze
United States,Athletics Women's Pole Vault,Stacy -waltz),F,USA,2000,Sydney,Athletics,Gold
United States,Baseball Team,Nick Allen,M,USA,2020,Tokyo,Baseball/Softball,Silver
United States,Boxing Women's Flyweight,Marlen Puentes,F,USA,2012,London,Boxing,Bronze
United States,Boxing Women's Middleweight,Claressa Shields,F,USA,2012,London,Boxing,Gold
United States,Cycling Women's BMX,Jill Kintner,F,USA,2008,Beijing,Cycling,Bronze
United States,Cycling Women's Omnium,Sarah (-sparks),F,USA,2012,London,Cycling,Silver
United States,Cycling Women's Team Pursuit,Dorothy (cowden-),F,USA,2012,London,Cycling,Silver
United States,Dressage Team,Adrienne Lyle,F,USA,2020,Tokyo,Equestrian,Silver
United States,"Fencing Women's Sabre, Team",Sada (-bby),F,USA,2008,Beijing,Fencing,Bronze
United States,Jumping Team,Kent Farrington,M,USA,2020,Tokyo,Equestrian,Silver
United States,Men Team,Bam Adebayo,M,USA,2020,Tokyo,Basketball,Gold
United States,Men's 100m Butterfly,Caeleb Dressel,M,USA,2020,Tokyo,Swimming,Gold
United States,Men's 200m,Kenneth Bednarek,M,USA,2020,Tokyo,Athletics,Silver
United States,Men's 4 x 100m Freestyle Relay,Jack Alexy,M,USA,2024,Paris,Swimming,Gold
United States,Men's 4 x 100m Freestyle Relay Team,Zach Apple,M,USA,2020,Tokyo,Swimming,Gold
United States,Men's 4 x 100m Medley Relay,Jack Alexy,M,USA,2024,Paris,Swimming,Silver
United States,Men's 4 x 100m Medley Relay Team,Michael Andrew,M,USA,2020,Tokyo,Swimming,Gold
United States,Men's 4 x 200m Freestyle Relay,Brooks Curry,M,USA,2024,Paris,Swimming,Silver
United States,Men's 4 x 400m Relay,Vernon Norwood,M,USA,2024,Paris,Athletics,Gold
United States,Men's 4 x 400m Relay Team,Rai Benjamin,M,USA,2020,Tokyo,Athletics,Gold
United States,Men's 400m Hurdles,Rai Benjamin,M,USA,2020,Tokyo,Athletics,Silver
United States,Men's 400m Individual Medley,Chase Kalisz,M,USA,2020,Tokyo,Swimming,Gold
United States,Men's 5000m,Paul Chelimo,M,USA,2020,Tokyo,Athletics,Bronze
United States,Men's 61kg,Hampton Morris,M,USA,2024,Paris,Weightlifting,Bronze
United States,Men's 71kg,Omari Jones,M,USA,2024,Paris,Boxing,Bronze
United States,Men's Combined,Nathaniel Coleman,M,USA,2020,Tokyo,Sport Climbing,Silver
United States,Men's Doubles,Taylor Fritz,M,USA,2024,Paris,Tennis,Bronze
United States,Men's Eight,Evan Olson,M,USA,2024,Paris,Rowing,Bronze
United States,Men's Feather (52-57kg),Duke Ragan,M,USA,2020,Tokyo,Boxing,Silver
United States,Men's Foil Team,Race Imboden,M,USA,2020,Tokyo,Fencing,Bronze
United States,Men's Four,Justin Best,M,USA,2024,Paris,Rowing,Gold
United States,Men's Freestyle 125kg,Dan Steveson,M,USA,2020,Tokyo,Wrestling,Gold
United States,Men's Freestyle 57kg,Patrick Gilman,M,USA,2020,Tokyo,Wrestling,Bronze
United States,Men's Freestyle 74kg,Douglas Dake,M,USA,2020,Tokyo,Wrestling,Bronze
United States,Men's Freestyle 86kg,Morris Taylor,M,USA,2020,Tokyo,Wrestling,Gold
United States,Men's Freestyle 97kg,Frederick Snyder,M,USA,2020,Tokyo,Wrestling,Silver
United States,Men's Kata,Ariel Torres,M,USA,2020,Tokyo,Karate,Bronze
United States,Men's Light (57-63kg),Keyshawn Davis,M,USA,2020,Tokyo,Boxing,Silver
United States,Men's Shot Put,Ryan Crouser,M,USA,2020,Tokyo,Athletics,Gold
United States,Men's Skiff,Ian Barrows,M,USA,2024,Paris,Sailing,Bronze
United States,Men's Street,Jagger Eaton,M,USA,2020,Tokyo,Skateboarding,Bronze
United States,Men's Super Heavy (+91kg),Richard Torrez,M,USA,2020,Tokyo,Boxing,Silver
United States,Men's Synchronised 3m Springboard Team,Andrew Capobianco,M,USA,2020,Tokyo,Diving,Silver
United States,Mixed 4 x 100m Medley Relay,Abbey Weitzeil,F,USA,2024,Paris,Swimming,Gold
United States,Mixed Relay Team,Taylor Knibb,F,USA,2020,Tokyo,Triathlon,Silver
United States,Modern Pentathlon Women's Individual,Emily Deriel,F,USA,2000,Sydney,Modern Pentathlon,Silver
United States,Sailing Mixed Skiff,Charles Mckee,M,USA,2000,Sydney,Sailing,Bronze
United States,Skeet Men,Vincent Hancock,M,USA,2020,Tokyo,Shooting,Gold
United States,Skeet Mixed Team,Vincent Hancock,M,USA,2024,Paris,Shooting,Silver
United States,Skeet Women,Amber English,F,USA,2020,Tokyo,Shooting,Gold
United States,Softball Team,Monica Abbott,F,USA,2020,Tokyo,Baseball/Softball,Silver
United States,Taekwondo Men's Featherweight,Steven Lopez,M,USA,2000,Sydney,Taekwondo,Gold
United States,Taekwondo Men's Welterweight,Steven Lopez,M,USA,2004,Athina,Taekwondo,Gold
United States,Taekwondo Women's Featherweight,Nia Abdallah,F,USA,2004,Athina,Taekwondo,Silver
United States,Taekwondo Women's Heavyweight,Jacqueline Galloway,F,USA,2016,Rio de Janeiro,Taekwondo,Bronze
United States,Team,Anita Alvarez,F,USA,2024,Paris,Artistic Swimming,Silver
United States,Trap Mixed Team,Ann Bernau,F,USA,2020,Tokyo,Shooting,Bronze
United States,Water Polo Women's Water Polo,Robin Beauregard,F,USA,2000,Sydney,Water Polo,Silver
United States,Weightlifting Women's Super-Heavyweight,Cheryl Haworth,F,USA,2000,Sydney,Weightlifting,Bronze
United States,Women -57kg,Anastasija Zolotic,F,USA,2020,Tokyo,Taekwondo,Gold
United States,Women Team,Foluke Akinradewo,F,USA,2020,Tokyo,Volleyball,Gold
United States,Women's +87kg,Elizabeth Robles,F,USA,2020,Tokyo,Weightlifting,Bronze
United States,Women's 100m Backstroke,Regan Smith,F,USA,2020,Tokyo,Swimming,Bronze
United States,Women's 100m Breaststroke,Lydia Jacoby,F,USA,2020,Tokyo,Swimming,Gold
United States,Women's 1500m Freestyle,Kathleen Ledecky,F,USA,2020,Tokyo,Swimming,Gold
United States,Women's 200m Breaststroke,Lilly King,F,USA,2020,Tokyo,Swimming,Silver
United States,Women's 200m Butterfly,Hali Flickinger,F,USA,2020,Tokyo,Swimming,Bronze
United States,Women's 200m Individual Medley,Kate Douglass,F,USA,2020,Tokyo,Swimming,Bronze
United States,Women's 4 x 100m Freestyle Relay,Abbey Weitzeil,F,USA,2024,Paris,Swimming,Silver
United States,Women's 4 x 100m Freestyle Relay Team,Erika Brown,F,USA,2020,Tokyo,Swimming,Bronze
United States,Women's 4 x 100m Medley Relay,Katharine Berkoff,F,USA,2024,Paris,Swimming,Gold
United States,Women's 4 x 100m Medley Relay Team,Erika Brown,F,USA,2020,Tokyo,Swimming,Silver
United States,Women's 4 x 100m Relay,Aleia Hobbs,F,USA,2024,Paris,Athletics,Gold
United States,Women's 4 x 100m Relay Team,Teahna Daniels,F,USA,2020,Tokyo,Athletics,Silver
United States,Women's 4 x 200m Freestyle Relay,Erin Gemmell,F,USA,2024,Paris,Swimming,Silver
United States,Women's 4 x 200m Freestyle Relay Team,Brooke Forde,F,USA,2020,Tokyo,Swimming,Silver
United States,Women's 4 x 400m Relay,Shamier Little,F,USA,2024,Paris,Athletics,Gold
United States,Women's 4 x 400m Relay Team,Kendall Ellis,F,USA,2020,Tokyo,Athletics,Gold
United States,Women's 400m,Allyson Felix,F,USA,2020,Tokyo,Athletics,Bronze
United States,Women's 400m Freestyle,Kathleen Ledecky,F,USA,2020,Tokyo,Swimming,Silver
United States,Women's 400m Individual Medley,Hali Flickinger,F,USA,2020,Tokyo,Swimming,Bronze
United States,Women's 71kg,Olivia Reeves,F,USA,2024,Paris,Weightlifting,Gold
United States,Women's 76kg,Elizabeth Nye,F,USA,2020,Tokyo,Weightlifting,Silver
United States,Women's 800m,Athing Mu,F,USA,2020,Tokyo,Athletics,Gold
United States,Women's Balance Beam,Simone Biles,F,USA,2020,Tokyo,Artistic Gymnastics,Bronze
United States,Women's Canoe Single,Evy Leibfarth,F,USA,2024,Paris,Canoe Slalom,Bronze
United States,Women's Canoe Single 200m,Nevin Harrison,F,USA,2020,Tokyo,Canoe Sprint,Gold
United States,Women's Discus Throw,Valarie Allman,F,USA,2020,Tokyo,Athletics,Gold
United States,Women's Freestyle 50kg,Ann Hildebrandt,F,USA,2020,Tokyo,Wrestling,Bronze
United States,Women's Freestyle 57kg,Louise Maroulis,F,USA,2020,Tokyo,Wrestling,Bronze
United States,Women's Freestyle 68kg,Mariama Mensah,F,USA,2020,Tokyo,Wrestling,Gold
United States,Women's Freestyle 76kg,Maria Gray,F,USA,2020,Tokyo,Wrestling,Silver
United States,Women's Synchronised 10m Platform Team,Jessica Parratto,F,USA,2020,Tokyo,Diving,Silver
United States,Women's Synchronised 3m Springboard,Sarah Bacon,F,USA,2024,Paris,Diving,Silver
United States,Women's Team,Simone Biles,F,USA,2020,Tokyo,Artistic Gymnastics,Silver
United States,Women's Team Pursuit,Olivia Cummins,F,USA,2024,Paris,Cycling Track,Gold
United States,Women's Team Pursuit Team,Chloe Dygert,F,USA,2020,Tokyo,Cycling Track,Bronze
United States,Women's Welter (64-69kg),Oshae Jones,F,USA,2020,Tokyo,Boxing,Bronze
United States,"Wrestling Women's Featherweight, Freestyle",Helen Maroulis,F,USA,2016,Rio de Janeiro,Wrestling,Gold
United States,"Wrestling Women's Flyweight, Freestyle",Patricia Miranda,F,USA,2004,Athina,Wrestling,Bronze
United States,"Wrestling Women's Middleweight, Freestyle",Sara Mcmann,F,USA,2004,Athina,Wrestling,Silver
Uzbekistan,Boxing Men's Light-Welterweight,Mukhammad Abdullayev,M,UZB,2000,Sydney,Boxing,Gold
Uzbekistan,Boxing Men's Super-Heavyweight,Rustam Saidov,M,UZB,2000,Sydney,Boxing,Bronze
Uzbekistan,Gymnastics Men's Parallel Bars,Anton Fokin,M,UZB,2008,Beijing,Gymnastics,Bronze
Uzbekistan,Men -68kg,Ulugbek Rashitov,M,UZB,2020,Tokyo,Taekwondo,Gold
Uzbekistan,Men -90 kg,Davlat Bobonov,M,UZB,2020,Tokyo,Judo,Bronze
Uzbekistan,Men's +92kg,Bakhodir Jalolov,M,UZB,2024,Paris,Boxing,Gold
Uzbekistan,Men's 102kg,Akbar Djuraev,M,UZB,2024,Paris,Weightlifting,Silver
Uzbekistan,Men's 109kg,Akbar Djuraev,M,UZB,2020,Tokyo,Weightlifting,Gold
Uzbekistan,Men's 51kg,Hasanboy Dusmatov,M,UZB,2024,Paris,Boxing,Gold
Uzbekistan,Men's 57kg,Abdumalik Khalokov,M,UZB,2024,Paris,Boxing,Gold
Uzbekistan,Men's 71kg,Asadkhuja Muydinkhujaev,M,UZB,2024,Paris,Boxing,Gold
Uzbekistan,Men's 92kg,Lazizbek Mullojonov,M,UZB,2024,Paris,Boxing,Gold
Uzbekistan,Men's Freestyle 74kg,Bekzod Abdurakhmonov,M,UZB,2020,Tokyo,Wrestling,Bronze
Uzbekistan,Men's Super Heavy (+91kg),Bakhodir Jalolov,M,UZB,2020,Tokyo,Boxing,Gold
Uzbekistan,"Wrestling Men's Heavyweight, Freestyle",Magomed Ibragimov,M,UZB,2004,Athina,Wrestling,Silver
Uzbekistan,"Wrestling Men's Super-Heavyweight, Freestyle",Artur Taymazov,M,UZB,2000,Sydney,Wrestling,Silver
Venezuela,Athletics Women's Triple Jump,Yulimar Rodrguez,F,VEN,2016,Rio de Janeiro,Athletics,Silver
Venezuela,Men's 73kg,Ruben Mayora,M,VEN,2020,Tokyo,Weightlifting,Silver
Venezuela,Men's 96kg,Giovan. Vallenilla,M,VEN,2020,Tokyo,Weightlifting,Silver
Venezuela,Men's Park,Daniel Dhers,M,VEN,2020,Tokyo,Cycling BMX Freestyle,Silver
Venezuela,Weightlifting Men's Featherweight,Israel Rivero,M,VEN,2004,Athina,Weightlifting,Bronze
Venezuela,Women's Triple Jump,Yulimar Rojas,F,VEN,2020,Tokyo,Athletics,Gold
Vietnam,Taekwondo Women's Featherweight,Trn Ngn,F,VIE,2000,Sydney,Taekwondo,Silver
Vietnam,Weightlifting Men's Bantamweight,Hong Tun,M,VIE,2008,Beijing,Weightlifting,Silver
Zambia,Men's 400m,Muzala Samukonga,M,ZAM,2024,Paris,Athletics,Bronze
Zimbabwe,Swimming Women's 400 metres Individual Medley,Kirsty (-seward),F,ZIM,2008,Beijing,Swimming,Silver
