Name,Year,Sex,Team,NOC,City,Sport,Event,Medal
Dieter Lindner,1964,M,Germany,GER,Tokyo,Athletics,Athletics Men's 20 kilometres Walk,Silver
Dieter Riedel,1976,M,East Germany,GDR,Montreal,Football,Football Men's Football,Gold
Dieter Schubert,1968,M,East Germany,GDR,Mexico City,Rowing,Rowing Men's Coxless Fours,Gold
Dieter Semetzky,1968,M,East Germany,GDR,Mexico City,Rowing,Rowing Men's Coxed Fours,Silver
Dieter Wendisch,1976,M,East Germany,GDR,Montreal,Rowing,Rowing Men's Coxed Eights,Gold
Dieter Wiedenmann,1984,M,West Germany,FRG,Los Angeles,Rowing,Rowing Men's Quadruple Sculls,Gold
Dietmar Hogrefe,1984,M,West Germany,FRG,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
Dietmar Htger,1972,M,East Germany,GDR,Munich,Judo,Judo Men's Half-Middleweight,Bronze
Dietmar Lorenz,1980,M,East Germany,GDR,Moskva,Judo,Judo Men's Half-Heavyweight,Bronze
Dietmar Lorenz,1980,M,East Germany,GDR,Moskva,Judo,Judo Men's Open Class,Gold
Dietmar Mgenburg,1984,M,West Germany,FRG,Los Angeles,Athletics,Athletics Men's High Jump,Gold
Dietmar Schmidt,1980,M,East Germany,GDR,Moskva,Handball,Handball Men's Handball,Gold
Dietmar Schwarz,1972,M,East Germany,GDR,Munich,Rowing,Rowing Men's Coxed Eights,Bronze
Dietrich Zander,1972,M,East Germany,GDR,Munich,Rowing,Rowing Men's Coxed Fours,Silver
Dieuwke Fetter,2024,F,Netherlands,NED,Paris,Rowing,Men's Eight,Silver
Digenes Martnez,2000,M,Cuba,CUB,Sydney,Boxing,Boxing Men's Light-Welterweight,Bronze
Dika Mem,2020,M,France,FRA,Tokyo,Handball,Men Team,Gold
Dillianne Boogaard,1996,F,Netherlands,NED,Atlanta,Hockey,Hockey Women's Hockey,Bronze
Dilpreet Singh,2020,M,India,IND,Tokyo,Hockey,Men Team,Bronze
Dilshod Nazarov,2016,M,Tajikistan,TJK,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,Gold
Dimants Krijnis,1980,M,Soviet Union,URS,Moskva,Rowing,Rowing Men's Coxed Fours,Silver
Dimit'ri Shanidze,1968,M,Soviet Union,URS,Mexico City,Weightlifting,Weightlifting Men's Featherweight,Silver
Dimitar Dimitrov,1980,M,Bulgaria,BUL,Moskva,Volleyball,Volleyball Men's Volleyball,Silver
Dimitar Dobrev,1956,M,Bulgaria,BUL,Melbourne,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
Dimitar Stoyanov,1956,M,Bulgaria,BUL,Melbourne,Football,Football Men's Football,Bronze
Dimitar Zapryanov,1980,M,Bulgaria,BUL,Moskva,Judo,Judo Men's Heavyweight,Silver
Dimitar Zlatanov,1980,M,Bulgaria,BUL,Moskva,Volleyball,Volleyball Men's Volleyball,Silver
Dimitra Asilian,2004,F,Greece,GRE,Athina,Water Polo,Water Polo Women's Water Polo,Silver
Dimitra Kontou,2024,F,Greece,GRE,Paris,Rowing,Lightweight Women's Double Sculls,Bronze
Dimitri Bascou,2016,M,France,FRA,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,Bronze
Dimitri Peters,2012,M,Germany,GER,London,Judo,Judo Men's Half-Heavyweight,Bronze
Dimitrie Ivanov,1968,M,Romania,ROU,Mexico City,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Dimitrie Popescu,1984,M,Romania,ROU,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Silver
Dimitrij Ovtcharov,2008,M,Germany,GER,Beijing,Table Tennis,Table Tennis Men's Team,Silver
Dimitrios Skoumpakis,2020,M,Greece,GRE,Tokyo,Water Polo,Men Team,Silver
Dimitrios Thanopoulos,1984,M,Greece,GRE,Los Angeles,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
Dimitris Mougios,2008,M,Greece,GRE,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Silver
Dimitrov Andreev,2024,M,Bulgaria,BUL,Paris,Weightlifting,Men's 73kg,Bronze
Dimo Stratiev,1976,M,Bulgaria,BUL,Montreal,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
Dimosthenis Tambakos,2000,M,Greece,GRE,Sydney,Gymnastics,Gymnastics Men's Rings,Silver
Dina Asher-smith,2020,F,Great Britain,GBR,Tokyo,Athletics,Women's 4 x 100m Relay Team,Bronze
Dina Averina,2020,F,Russia,ROC,Tokyo,Rhythmic Gymnastics,Individual All-Around,Silver
Dina Igaly,2000,F,Hungary,HUN,Sydney,Shooting,Shooting Women's Skeet,Bronze
Dina Kochetkova,1996,F,Russia,RUS,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Silver
Dina Miftakhutdynova,1996,F,Ukraine,UKR,Atlanta,Rowing,Rowing Women's Quadruple Sculls,Silver
Dinara Safina,2008,F,Russia,RUS,Beijing,Tennis,Tennis Women's Singles,Silver
Ding Feng,2012,M,China,CHN,London,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze
Ding Meiyuan,2000,F,China,CHN,Sydney,Weightlifting,Weightlifting Women's Super-Heavyweight,Gold
Ding Ning,2012,F,China,CHN,London,Table Tennis,Table Tennis Women's Singles,Silver
Ding Ning,2012,F,China,CHN,London,Table Tennis,Table Tennis Women's Team,Gold
Ding Xia,2016,F,China,CHN,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Gold
Dinko Lukin,1984,M,Australia,AUS,Los Angeles,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
Dinko Petrov,1960,M,Bulgaria,BUL,Roma,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Bronze
Dino Bruni,1952,M,Italy,ITA,Helsinki,Cycling,"Cycling Men's Road Race, Team",Silver
Dino Meneghin,1980,M,Italy,ITA,Moskva,Basketball,Basketball Men's Basketball,Silver
Dino Raa,1988,M,Yugoslavia,YUG,Seoul,Basketball,Basketball Men's Basketball,Silver
Dionna Harris,1996,F,United States,USA,Atlanta,Softball,Softball Women's Softball,Gold
Dirk Braunleder,1976,M,West Germany,FRG,Montreal,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
Dirk Brinkmann,1984,M,West Germany,FRG,Los Angeles,Hockey,Hockey Men's Hockey,Silver
Dirk Crois,1984,M,Belgium,BEL,Los Angeles,Rowing,Rowing Men's Double Sculls,Silver
Dirk Hafemeister,1988,M,West Germany,FRG,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Dirk Korthals,1984,M,West Germany,FRG,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
Dirk Lippits,2000,M,Netherlands,NED,Sydney,Rowing,Rowing Men's Quadruple Sculls,Silver
Dirk Meier,1988,M,East Germany,GDR,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
Dirk Rauin,1984,M,West Germany,FRG,Los Angeles,Handball,Handball Men's Handball,Silver
Dirk Richter,1988,M,East Germany,GDR,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
Dirk Schrade,2012,M,Germany,GER,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Dirk Schreyer,1968,M,West Germany,FRG,Mexico City,Rowing,Rowing Men's Coxed Eights,Gold
Dirk Theismann,1984,M,West Germany,FRG,Los Angeles,Water Polo,Water Polo Men's Water Polo,Bronze
Dirk Tichelt,2016,M,Belgium,BEL,Rio de Janeiro,Judo,Judo Men's Lightweight,Bronze
Dirk Uittenbogaard,2016,M,Netherlands,NED,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Bronze
Dirkje Reijers,1984,F,Netherlands,NED,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Distria Krasniqi,2020,F,Kosovo,KOS,Tokyo,Judo,Women -48 kg,Gold
Ditte Kotzian,2008,F,Germany,GER,Beijing,Diving,Diving Women's Synchronized Springboard,Bronze
Diyora Keldiyorova,2024,F,Uzbekistan,UZB,Paris,Judo,Women -52 kg,Gold
Diyorbek Urozboyev,2016,M,Uzbekistan,UZB,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,Bronze
Djamel Bouras,1996,M,France,FRA,Atlanta,Judo,Judo Men's Half-Middleweight,Gold
Djamel Sedjati,2024,M,Algeria,ALG,Paris,Athletics,Men's 800m,Bronze
Djamili-dini Aboudou,2024,M,France,FRA,Paris,Boxing,Men's +92kg,Bronze
Djan Madruga,1980,M,Brazil,BRA,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
Dmitry Apanasenko,1988,M,Soviet Union,URS,Seoul,Water Polo,Water Polo Men's Water Polo,Bronze
Dmitry Balandin,2016,M,Kazakhstan,KAZ,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,Gold
Dmitry Bekhterev,1976,M,Soviet Union,URS,Montreal,Rowing,Rowing Men's Coxed Pairs,Silver
Dmitry Berestov,2004,M,Russia,RUS,Athina,Weightlifting,Weightlifting Men's Heavyweight,Gold
Dmitry Bilozerchev,1988,M,Soviet Union,URS,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
Dmitry Bilozerchev,1988,M,Soviet Union,URS,Seoul,Gymnastics,Gymnastics Men's Rings,Gold
Dmitry Bilozerchev,1988,M,Soviet Union,URS,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
Dmitry Bilozerchev,1988,M,Soviet Union,URS,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Gold
Dmitry Debelka,2000,M,Belarus,BLR,Sydney,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Bronze
Dmitry Dobroskok,2008,M,Russia,RUS,Beijing,Diving,Diving Men's Synchronized Platform,Bronze
Dmitry Dovgalyonok,1992,M,Unified Team,EUN,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
Dmitry Drevin,2000,M,Russia,RUS,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Dmitry Dugin,2000,M,Russia,RUS,Sydney,Water Polo,Water Polo Men's Water Polo,Silver
Dmitry Filippov,2000,M,Russia,RUS,Sydney,Handball,Handball Men's Handball,Gold
Dmitry Gorshkov,1992,M,Unified Team,EUN,Barcelona,Water Polo,Water Polo Men's Water Polo,Bronze
Dmitry Ilyinykh,2012,M,Russia,RUS,London,Volleyball,Volleyball Men's Volleyball,Gold
Dmitry Karpov,2004,M,Kazakhstan,KAZ,Athina,Athletics,Athletics Men's Decathlon,Bronze
Dmitry Kharin,1988,M,Soviet Union,URS,Seoul,Football,Football Men's Football,Gold
Dmitry Khvostov,2012,M,Russia,RUS,London,Basketball,Basketball Men's Basketball,Bronze
Dmitry Klokov,2008,M,Russia,RUS,Beijing,Weightlifting,Weightlifting Men's Heavyweight,Silver
Dmitry Kuzelev,2000,M,Russia,RUS,Sydney,Handball,Handball Men's Handball,Gold
Dmitry Lapikov,2008,M,Russia,RUS,Beijing,Weightlifting,Weightlifting Men's Heavyweight,Bronze
Dmitry Larionov,2008,M,Russia,RUS,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze
Dmitry Lepikov,1992,M,Unified Team,EUN,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Dmitry Lykin,2004,M,Russia,RUS,Athina,Shooting,"Shooting Men's Running Target, 10 metres",Bronze
Dmitry Musersky,2012,M,Russia,RUS,London,Volleyball,Volleyball Men's Volleyball,Gold
Dmitry Nelyubin,1988,M,Soviet Union,URS,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Dmitry Nosov,2004,M,Russia,RUS,Athina,Judo,Judo Men's Half-Middleweight,Bronze
Dmitry Rozinkevich,1996,M,Russia,RUS,Atlanta,Rowing,Rowing Men's Coxed Eights,Bronze
Dmitry Sautin,1992,M,Unified Team,EUN,Barcelona,Diving,Diving Men's Springboard,Bronze
Dmitry Sergeyev,1992,M,Unified Team,EUN,Barcelona,Judo,Judo Men's Half-Heavyweight,Bronze
Dmitry Shabanov,1996,M,Russia,RUS,Atlanta,Sailing,Sailing Mixed Three Person Keelboat,Silver
Dmitry Shevchenko,1996,M,Russia,RUS,Atlanta,Fencing,"Fencing Men's Foil, Team",Gold
Dmitry Stratan,2000,M,Russia,RUS,Sydney,Water Polo,Water Polo Men's Water Polo,Silver
Dmitry Svatkovsky,1992,M,Unified Team,EUN,Barcelona,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
Dmitry Torgovanov,2000,M,Russia,RUS,Sydney,Handball,Handball Men's Handball,Gold
Dmitry Trush,1996,M,Russia,RUS,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Gold
Dmitry Ushakov,2012,M,Russia,RUS,London,Trampolining,Trampolining Men's Individual,Silver
Dmitry Vasilenko,1996,M,Russia,RUS,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Gold
Dmitry Volkov,1988,M,Soviet Union,URS,Seoul,Swimming,Swimming Men's 100 metres Breaststroke,Bronze
Dmitry Volkov,1988,M,Soviet Union,URS,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
Dmitry Voskoboynikov,1964,M,Soviet Union,URS,Tokyo,Volleyball,Volleyball Men's Volleyball,Gold
Dmytro Hrachov,2004,M,Ukraine,UKR,Athina,Archery,Archery Men's Team,Bronze
Dmytro Leonkin,1952,M,Soviet Union,URS,Helsinki,Gymnastics,Gymnastics Men's Team All-Around,Gold
Dmytro Leonkin,1952,M,Soviet Union,URS,Helsinki,Gymnastics,Gymnastics Men's Rings,Bronze
Dmytro Monakov,1988,M,Soviet Union,URS,Seoul,Shooting,Shooting Mixed Trap,Gold
Dmytro Yanchuk,2016,M,Ukraine,UKR,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
Dnes Pcsik,1964,M,Hungary,HUN,Tokyo,Water Polo,Water Polo Men's Water Polo,Gold
Dnes Varga,2008,M,Hungary,HUN,Beijing,Water Polo,Water Polo Men's Water Polo,Gold
Dniel Gyurta,2004,M,Hungary,HUN,Athina,Swimming,Swimming Men's 200 metres Breaststroke,Silver
Dniel Magay,1956,M,Hungary,HUN,Melbourne,Fencing,"Fencing Men's Sabre, Team",Gold
Dniel Pauman,2012,M,Hungary,HUN,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Dniel Varga,2008,M,Hungary,HUN,Beijing,Water Polo,Water Polo Men's Water Polo,Gold
Dnu Dobre,1988,M,Romania,ROU,Seoul,Rowing,Rowing Men's Coxless Pairs,Silver
Dnut Grecu,1976,M,Romania,ROU,Montreal,Gymnastics,Gymnastics Men's Rings,Bronze
Dobrosav Krsti,1956,M,Yugoslavia,YUG,Melbourne,Football,Football Men's Football,Silver
Doina (-craciun),1996,F,Romania,ROU,Atlanta,Rowing,Rowing Women's Coxed Eights,Gold
Doina Beliu-melinte,1984,F,Romania,ROU,Los Angeles,Athletics,"Athletics Women's 1,500 metres",Silver
Doina Beliu-melinte,1984,F,Romania,ROU,Los Angeles,Athletics,Athletics Women's 800 metres,Gold
Doina Ciucanu-robu,1988,F,Romania,ROU,Seoul,Rowing,Rowing Women's Quadruple Sculls,Bronze
Doina Ignat,1992,F,Romania,ROU,Barcelona,Rowing,Rowing Women's Quadruple Sculls,Silver
Doina Snep-blan,1984,F,Romania,ROU,Los Angeles,Rowing,Rowing Women's Coxed Eights,Silver
Doina Sticulescu,1984,F,Romania,ROU,Los Angeles,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver
Dolores Nakova,1980,F,Bulgaria,BUL,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze
Domagoj Duvnjak,2012,M,Croatia,CRO,London,Handball,Handball Men's Handball,Bronze
Domenico Fioravanti,2000,M,Italy,ITA,Sydney,Swimming,Swimming Men's 100 metres Breaststroke,Gold
Domenico Fioravanti,2000,M,Italy,ITA,Sydney,Swimming,Swimming Men's 200 metres Breaststroke,Gold
Domenico Montrone,2016,M,Italy,ITA,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Bronze
Dominga Santana,2020,F,Dominican Republic,DOM,Tokyo,Weightlifting,Women's 87kg,Bronze
Domingo Peate,1992,M,Spain,ESP,Barcelona,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
Domingos Neto,1984,M,Brazil,BRA,Los Angeles,Volleyball,Volleyball Men's Volleyball,Silver
Dominic Mahony,1988,M,Great Britain,GBR,Seoul,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
Dominic Ressel,2020,M,Germany,GER,Tokyo,Judo,Mixed Team,Bronze
Dominic Seiterle,2008,M,Canada,CAN,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
Dominik Czaja,2024,M,Poland,POL,Paris,Rowing,Men's Quadruple Sculls,Bronze
Dominika Bacmaga,2020,F,Poland,POL,Tokyo,Athletics,4 x 400m Relay Mixed Team,Gold
Dominique (-canales),1996,F,United States,USA,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold
Dominique (-thompson),1992,F,United States,USA,Barcelona,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Dominique (monami-),2000,F,Belgium,BEL,Sydney,Tennis,Tennis Women's Doubles,Bronze
Dominique Bijotat,1984,M,France,FRA,Los Angeles,Football,Football Men's Football,Gold
Dominique Bosshart,2000,F,Canada,CAN,Sydney,Taekwondo,Taekwondo Women's Heavyweight,Bronze
Dominique Malonga,2024,F,France,FRA,Paris,Basketball,Women,Silver
Don In,2020,M,South Korea,KOR,Tokyo,Taekwondo,Men +80kg,Bronze
Donald Arnold,1956,M,Canada,CAN,Melbourne,Rowing,Rowing Men's Coxless Fours,Gold
Donald Beer,1956,M,United States,USA,Melbourne,Rowing,Rowing Men's Coxed Eights,Gold
Donald Behm,1968,M,United States,USA,Mexico City,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver
Donald Bragg,1960,M,United States,USA,Roma,Athletics,Athletics Men's Pole Vault,Gold
Donald Burgess,1952,M,Great Britain,GBR,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
Donald Cohan,1972,M,United States,USA,Munich,Sailing,Sailing Mixed Three Person Keelboat,Bronze
Donald Cowie,1992,M,New Zealand,NZL,Barcelona,Sailing,Sailing Mixed Two Person Keelboat,Silver
Donald Dee,1968,M,United States,USA,Mexico City,Basketball,Basketball Men's Basketball,Gold
Donald Goss,1984,M,Canada,CAN,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
Donald Haldeman,1976,M,United States,USA,Montreal,Shooting,Shooting Mixed Trap,Gold
Donald Harper,1956,M,United States,USA,Melbourne,Diving,Diving Men's Springboard,Silver
Donald Hawgood,1952,M,Canada,CAN,Helsinki,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",Silver
Donald Laz,1952,M,United States,USA,Helsinki,Athletics,Athletics Men's Pole Vault,Silver
Donald Martin,1968,M,Australia,AUS,Mexico City,Hockey,Hockey Men's Hockey,Silver
Donald Mcwatters,1964,M,Australia,AUS,Tokyo,Hockey,Hockey Men's Hockey,Bronze
Donald Pretty,1956,M,Canada,CAN,Melbourne,Rowing,Rowing Men's Coxed Eights,Silver
Donald Quarrie,1976,M,Jamaica,JAM,Montreal,Athletics,Athletics Men's 100 metres,Silver
Donald Quarrie,1976,M,Jamaica,JAM,Montreal,Athletics,Athletics Men's 200 metres,Gold
Donald Robinson,2008,M,United States,USA,Beijing,Cycling,Cycling Men's BMX,Bronze
Donald Schollander,1964,M,United States,USA,Tokyo,Swimming,Swimming Men's 100 metres Freestyle,Gold
Donald Schollander,1964,M,United States,USA,Tokyo,Swimming,Swimming Men's 400 metres Freestyle,Gold
Donald Schollander,1964,M,United States,USA,Tokyo,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Donald Schollander,1964,M,United States,USA,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Donald Sheff,1952,M,United States,USA,Helsinki,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Donald Smart,1964,M,Australia,AUS,Tokyo,Hockey,Hockey Men's Hockey,Bronze
Donald Smith,1976,M,Canada,CAN,Montreal,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
Donald Symon,1984,M,New Zealand,NZL,Los Angeles,Rowing,Rowing Men's Coxed Fours,Bronze
Donald Thompson,1960,M,Great Britain,GBR,Roma,Athletics,Athletics Men's 50 kilometres Walk,Gold
Donata Vitartait,2016,F,Lithuania,LTU,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Bronze
Donavan Grondin,2020,M,France,FRA,Tokyo,Cycling Track,Men's Madison Team,Bronze
Dong Bin,2016,M,China,CHN,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,Bronze
Dong Dong,2008,M,China,CHN,Beijing,Trampolining,Trampolining Men's Individual,Bronze
Dong Jiong,1996,M,China,CHN,Atlanta,Badminton,Badminton Men's Singles,Silver
Dong Zhaozhi,2000,M,China,CHN,Sydney,Fencing,"Fencing Men's Foil, Team",Silver
Donghua Li,1996,M,Switzerland,SUI,Atlanta,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
Donna (-pinto),1960,F,United States,USA,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Donna Vekic,2024,F,Croatia,CRO,Paris,Tennis,Women's Singles,Silver
Donna-Marie (-wass),1980,F,Great Britain,GBR,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
Donna-Marie Gurr,1972,F,Canada,CAN,Munich,Swimming,Swimming Women's 200 metres Backstroke,Bronze
Donovan Bailey,1996,M,Canada,CAN,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Donovan Bailey,1996,M,Canada,CAN,Atlanta,Athletics,Athletics Men's 100 metres,Gold
Donovan Cech,2004,M,South Africa,RSA,Athina,Rowing,Rowing Men's Coxless Pairs,Bronze
Dora Bodonyi,2020,F,Hungary,HUN,Tokyo,Canoe Sprint,Women's Kayak Double 500m Team,Bronze
Dora Bodonyi,2020,F,Hungary,HUN,Tokyo,Canoe Sprint,Women's Kayak Four 500m Team,Gold
Dora Gazso,2024,F,Hungary,HUN,Paris,Canoe Sprint,Women's Kayak Double 500m,Silver
Dora Gazso,2024,F,Hungary,HUN,Paris,Canoe Sprint,Women's Kayak Four 500m,Bronze
Dora Leimeter,2020,F,Hungary,HUN,Tokyo,Water Polo,Women Team,Bronze
Dorde Lazic,2020,M,Serbia,SRB,Tokyo,Water Polo,Men Team,Gold
Doreen (hansen-),1972,F,United States,USA,Munich,Archery,Archery Women's Individual,Gold
Dorel Simion,2000,M,Romania,ROU,Sydney,Boxing,Boxing Men's Welterweight,Bronze
Dorian Coninx,2020,M,France,FRA,Tokyo,Triathlon,Mixed Relay Team,Bronze
Dorian Mortelette,2008,M,France,FRA,Beijing,Rowing,Rowing Men's Coxless Fours,Bronze
Dorian Rijsselberge,2012,M,Netherlands,NED,London,Sailing,Sailing Men's Windsurfer,Gold
Dorien Vries,1992,F,Netherlands,NED,Barcelona,Sailing,Sailing Women's Windsurfer,Bronze
Dorina Vaccaroni,1984,F,Italy,ITA,Los Angeles,Fencing,"Fencing Women's Foil, Individual",Bronze
Doris (-asplund),1956,F,Sweden,SWE,Melbourne,Gymnastics,Gymnastics Women's Team Portable Apparatus,Silver
Doris (-brachmann-),1976,F,East Germany,GDR,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Doris Fitschen,2000,F,Germany,GER,Sydney,Football,Football Women's Football,Bronze
Doris Ramseier,1976,F,Switzerland,SUI,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
Dorjnyambuugiin Otgondalai,2016,M,Mongolia,MGL,Rio de Janeiro,Boxing,Boxing Men's Lightweight,Bronze
Dorjpalamyn Narmandakh,1996,M,Mongolia,MGL,Atlanta,Judo,Judo Men's Extra-Lightweight,Bronze
Dorjsurengiin Sumiya,2016,F,Mongolia,MGL,Rio de Janeiro,Judo,Judo Women's Lightweight,Silver
Dorota Horzonek-jokiel,1956,F,Poland,POL,Melbourne,Gymnastics,Gymnastics Women's Team Portable Apparatus,Bronze
Dorota Urbaniak,2000,F,Canada,CAN,Sydney,Rowing,Rowing Women's Coxed Eights,Bronze
Dorothee (-krumhoff),2012,F,Germany,GER,London,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
Dorothee Schneider,2020,F,Germany,GER,Tokyo,Equestrian,Dressage Team,Gold
Dorothy (-emerson),1960,F,Great Britain,GBR,Roma,Athletics,Athletics Women's High Jump,Silver
Dorothy (cowden-),2012,F,United States,USA,London,Cycling,Cycling Women's Team Pursuit,Silver
Dorothy Hyman,1960,F,Great Britain,GBR,Roma,Athletics,Athletics Women's 200 metres,Bronze
Dorothy Hyman,1960,F,Great Britain,GBR,Roma,Athletics,Athletics Women's 100 metres,Silver
Dorothy Morkis,1976,F,United States,USA,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
